,head,variable,value,prob,tail
841,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi641,0.04,grammatical function
842,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi192,0.0,anchor texts
844,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1132,0.02,argumentation mining
845,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1073,0.14,itg inversion transduction grammar
846,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1018,0.04,knowledgebased
847,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi90,0.01,concatenation
848,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi435,0.01,relevance maxim 
849,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi84,0.09,mean reciprocal rank
850,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi84,0.0,mean reciprocal rank
851,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1893,1.0,rnnt
852,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1003,0.01,log odds ratio
853,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1209,0.12,prosody
854,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1893,0.02,rnnt
855,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1756,0.01,representing and understanding meaning
856,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi173,0.02,dotproduct attention
857,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi672,0.03,generalize
858,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi5,0.01,positional embeddings
859,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi882,0.2,card game 
860,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi1474,0.02,basic definitions
861,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi173,0.12,dotproduct attention
862,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1183,0.07,gazetteer
863,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi204,0.01,pvalue
864,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi675,0.16,language model
865,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi175,0.02,grammar lfg
866,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1018,0.34,knowledgebased
867,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1842,0.05,terminal symbol
868,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1003,0.02,log odds ratio
869,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi192,0.03,anchor texts
870,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi1132,0.02,argumentation mining
871,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1295,0.03,russian
872,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi1652,0.01,conditional probability 
874,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi1922,0.07,google translate 
875,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi1073,0.02,itg inversion transduction grammar
876,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi892,0.04,rejection
878,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi1295,0.03,russian
879,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1840,0.04,lexicalized parsing
880,Course1_W10-S2-L1_Introduction_0-37,concept_vocab_index,vi1132,0.04,argumentation mining
881,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi985,0.01,probabilistic
882,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1840,0.06,lexicalized parsing
883,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi81,0.02,typed dependency structure
884,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1171,1.0,counters
885,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1330,0.09,agent thematic role
886,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi1842,0.02,terminal symbol
887,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1556,0.01,origin term
888,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi497,0.03,modal verb
890,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1945,0.01,praat
891,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi635,0.05,decision sequences
892,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi129,0.04,challenges in mt
893,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1842,0.03,terminal symbol
894,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi0,0.04,inflection 
895,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1282,0.24,gricean maxims
896,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi1003,0.03,log odds ratio
897,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi142,0.05,laplace
898,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi263,0.1,examples
899,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi5,0.07,positional embeddings
900,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi0,0.04,inflection 
901,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1789,0.03,extended
902,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi879,0.06,barks
903,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1520,0.01,retrofitting
904,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi129,0.02,challenges in mt
905,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1003,0.0,log odds ratio
906,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1740,0.08,tap phonetic
907,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi1282,1.0,gricean maxims
908,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1056,0.04,accomplishment expressions
909,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi0,0.01,inflection 
911,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi318,0.01,similar
912,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi2014,0.02,gpt-3.5 architecture 
913,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi378,0.08,ppmi
915,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1212,0.13,amount partofspeech
916,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi1324,0.02,derived
917,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi819,0.02,sigmoid
918,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi1886,0.37,synset
919,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1257,0.04,estimating probabilities
920,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi641,0.02,grammatical function
921,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi976,0.15,list 
922,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi192,0.01,anchor texts
923,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi435,0.05,relevance maxim 
925,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi0,0.1,inflection 
926,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi2043,0.14,state of the art systems
927,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi175,0.02,grammar lfg
928,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi18,0.04,restrictive relative clause
929,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi435,0.02,relevance maxim 
930,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi1893,0.03,rnnt
931,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi173,0.04,dotproduct attention
932,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi460,0.01,isrl
933,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi675,0.06,language model
934,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1200,0.02,switchboard corpus
935,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,concept_vocab_index,vi173,0.02,dotproduct attention
936,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi4,0.01,ocr 
937,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi1324,0.08,derived
938,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi1416,0.07,consortium
939,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1060,0.01,jay john
940,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1789,0.04,extended
941,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi831,0.07,propbank
942,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,concept_vocab_index,vi1257,0.09,estimating probabilities
943,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi197,0.03,trec
944,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi602,0.11,entity resolution 
945,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi1132,0.02,argumentation mining
946,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi1282,0.03,gricean maxims
947,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi172,0.06,first order logic see fol
948,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi947,1.0,tbox
949,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi1003,0.01,log odds ratio
951,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1025,0.01,bigram count
952,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1926,0.02,observation likelihood
953,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi204,0.02,pvalue
954,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi2027,0.44,attention mechanism
955,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi0,0.0,inflection 
956,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi1434,0.05,palatal sound
957,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1346,0.06,elmo
958,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi318,0.04,similar
959,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi675,0.07,language model
961,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi2045,0.04,superordinate
962,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1396,0.11,opaque
963,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi2049,0.0,development test set
964,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi557,0.05,subsumption
965,Course1_W3-S1-L1_Introduction_0-28,concept_vocab_index,vi1909,0.13,similarity
966,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi61,0.04,semantic role labeling 
967,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi197,0.0,trec
968,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1754,0.01,conditional maximum
969,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi81,0.02,typed dependency structure
970,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi1922,0.03,google translate 
971,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi1947,0.01,project
972,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1807,0.01,pitch extraction
973,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1740,0.03,tap phonetic
974,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi1866,0.02,unk
975,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1855,0.1,spectrogram
976,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1407,0.02,teacher forcing
977,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi800,0.02,semantic analysis 
978,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi1003,0.01,log odds ratio
979,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi1548,0.24,lexicon
981,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi892,0.01,rejection
982,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi2055,0.07,givennew
983,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi529,0.02,xbar schemata
984,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi90,0.02,concatenation
985,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi52,0.01,parameters 
986,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi0,0.04,inflection 
987,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1735,0.04,lexicalfunctional
988,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi326,0.01,probabilities
990,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi370,0.06,closure stop
991,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi955,0.02,synonyms
992,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1893,0.08,rnnt
993,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi50,0.09,pitch accent
994,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi903,0.1,probability statistics
995,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi892,0.01,rejection
996,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi557,0.03,subsumption
997,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi1937,0.15,entity alignment 
999,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1886,0.03,synset
1000,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi892,0.0,rejection
1002,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi192,1.0,anchor texts
1003,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi892,0.03,rejection
1004,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi283,0.01,dispreferred response
1005,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi751,0.03,logical connectives
1006,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi126,0.02,telic eventualities
1008,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1018,0.1,knowledgebased
1009,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi887,0.01,discoursenew
1010,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1073,0.01,itg inversion transduction grammar
1011,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi1282,0.05,gricean maxims
1012,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi751,0.04,logical connectives
1013,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi4,0.03,ocr 
1014,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi1842,0.03,terminal symbol
1015,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi142,0.04,laplace
1016,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1937,0.02,entity alignment 
1017,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1073,0.04,itg inversion transduction grammar
1018,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1863,0.03,inference
1019,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi339,0.03,satellite
1020,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1168,0.05,constraint grammar
1021,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi460,0.01,isrl
1022,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi1151,0.05,named entity recognition 
1023,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi460,0.02,isrl
1024,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi1527,0.02,linguistic achievement 
1025,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1789,0.01,extended
1026,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1075,0.03,ngrams
1027,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi2014,0.28,gpt-3.5 architecture 
1028,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi497,0.01,modal verb
1030,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi175,0.03,grammar lfg
1031,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1789,0.05,extended
1032,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1600,0.01,binary nb
1033,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1520,0.01,retrofitting
1034,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1257,0.02,estimating probabilities
1035,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1942,0.02,yesno questions
1037,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi1018,0.01,knowledgebased
1038,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi751,0.09,logical connectives
1039,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi989,0.02,speaker identification
1041,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi143,0.05,bias-variance tradeoff
1042,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi941,0.08,who's on first 
1043,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi81,0.04,typed dependency structure
1044,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi335,0.01,nonterminal symbols
1045,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1003,0.02,log odds ratio
1046,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi726,0.01,terms
1047,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi1078,0.02,filler
1048,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi675,0.16,language model
1049,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi1078,0.01,filler
1050,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi1842,0.02,terminal symbol
1051,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1393,0.06,syntactic binding
1052,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi283,0.16,dispreferred response
1053,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi814,0.0,substitution operator
1054,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi1282,0.04,gricean maxims
1055,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi52,0.01,parameters 
1056,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi653,0.02,backward chaining
1057,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi675,0.01,language model
1059,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi892,0.06,rejection
1060,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1374,0.04,sampling
1061,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi1075,1.0,ngrams
1062,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1003,0.01,log odds ratio
1063,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi831,0.02,propbank
1064,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi882,0.02,card game 
1065,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1611,0.08,document conditioning
1066,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi435,0.02,relevance maxim 
1068,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi672,0.01,generalize
1069,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1132,0.16,argumentation mining
1070,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi955,0.03,synonyms
1071,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1349,0.13,probability
1072,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi892,0.02,rejection
1073,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi602,0.03,entity resolution 
1074,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi312,0.02,brown clustering algorithm
1075,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi675,0.02,language model
1076,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi688,0.09,first order logic
1077,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi871,0.19,grammar
1078,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1789,0.02,extended
1079,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1045,0.06,rime
1080,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi2043,0.02,state of the art systems
1081,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1073,0.05,itg inversion transduction grammar
1082,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi557,0.03,subsumption
1083,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi18,0.02,restrictive relative clause
1084,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1474,0.07,basic definitions
1086,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi1520,0.07,retrofitting
1087,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1842,0.02,terminal symbol
1088,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi1393,0.15,syntactic binding
1090,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1313,0.06,conversational agents
1091,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1420,0.31,dependency
1092,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi173,0.05,dotproduct attention
1093,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1282,0.03,gricean maxims
